1    :  A-LiuCheNGJiN       , 积分： 897.52  (单日浮动：-16.73), 赛季kpm: 3.0, 游玩时长(小时): 48.6
7077 :  JIUTUD1             , 积分： 109.51  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.9
7078 :  zhangmeng26         , 积分： 109.51  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 1.1
7079 :  wobububuzhi         , 积分： 109.51  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 1.0
7080 :  LightningSickle     , 积分： 109.51  (单日浮动：  9.51), 赛季kpm: 0.4, 游玩时长(小时): 0.9
7081 :  1314521Sy           , 积分： 109.51  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 1.1
7082 :  ashufa              , 积分： 109.51  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.5
7083 :  zozo0813            , 积分： 109.51  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 0.9
7084 :  fearclown           , 积分： 109.50  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 1.0
7085 :  ASDUIJH             , 积分： 109.50  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.9
7086 :  Feng888666          , 积分： 109.50  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 1.1
7087 :  sixbear             , 积分： 109.50  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 1.3
7088 :  beimangxingchen     , 积分： 109.50  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.8
7089 :  Mcflly              , 积分： 109.50  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 0.5
7090 :  Li211211            , 积分： 109.49  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 1.0
7091 :  Cxonmydi            , 积分： 109.49  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 0.2
7092 :  jindu66             , 积分： 109.49  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.7
7093 :  asdfghjkl1234521    , 积分： 109.48  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 1.1
7094 :  rongbing2000        , 积分： 109.48  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 0.4
7095 :  dusyandU            , 积分： 109.48  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 0.9
7096 :  zhengxinglove       , 积分： 109.48  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 0.6
7097 :  HUFYYTGFRTD         , 积分： 109.48  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 1.0
7098 :  tunasasimi55        , 积分： 109.48  (单日浮动：  9.48), 赛季kpm: 0.4, 游玩时长(小时): 0.9
7099 :  kindyjj             , 积分： 109.47  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.6
7100 :  yl011113            , 积分： 109.47  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.8
7101 :  asxfdsa             , 积分： 109.47  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.7
7102 :  ULT_NK_Ram          , 积分： 109.47  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.9
7103 :  TheOnlyTranslate    , 积分： 109.46  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 1.0
7104 :  KimQ0Q              , 积分： 109.46  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.2
7105 :  th11013             , 积分： 109.46  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.7
7106 :  nbdwdww             , 积分： 109.46  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.3
7107 :  bydeniwannima       , 积分： 109.46  (单日浮动：  0.00), 赛季kpm: 1.2, 游玩时长(小时): 0.3
7108 :  TanDaMan30577       , 积分： 109.45  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 0.6
7109 :  ltawy               , 积分： 109.45  (单日浮动：  0.00), 赛季kpm: 1.3, 游玩时长(小时): 0.7
7110 :  Guopan6             , 积分： 109.45  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.9
7111 :  639214              , 积分： 109.45  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 1.1
7112 :  Y1Zh1Han            , 积分： 109.45  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 1.1
7113 :  xfdbhcn             , 积分： 109.45  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.3
7114 :  suwisowdijwss       , 积分： 109.44  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 1.0
7115 :  df0943232067a44f    , 积分： 109.44  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.3
7116 :  V1rtuos03           , 积分： 109.44  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.4
7117 :  29266pyh            , 积分： 109.44  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 0.9
7118 :  kelechileshui       , 积分： 109.44  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 0.5
7119 :  sss-magic-sss       , 积分： 109.43  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 1.0
7120 :  sc260818sc          , 积分： 109.43  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.7
7121 :  miserlysmile        , 积分： 109.43  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 1.1
7122 :  y120093168          , 积分： 109.43  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 1.2
7123 :  kill8cai            , 积分： 109.43  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 0.7
7124 :  LZQ680              , 积分： 109.42  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.5
7125 :  LiangXXXXXXX        , 积分： 109.42  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.7
7126 :  Mr-Kashima          , 积分： 109.41  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.5
7127 :  wptwd               , 积分： 109.41  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 1.1
7128 :  WingLung0110        , 积分： 109.41  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 1.1
7129 :  ppxhhh              , 积分： 109.41  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 1.0
7130 :  leizhui411          , 积分： 109.40  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 1.1
7131 :  zzqzhang            , 积分： 109.40  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.7
7132 :  llz9z               , 积分： 109.40  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.8
7133 :  diaoyameizhubie     , 积分： 109.40  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 0.4
7134 :  785230657           , 积分： 109.39  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 1.0
7135 :  157213dengpeng      , 积分： 109.39  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 1.0
7136 :  jrc666666           , 积分： 109.39  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.9
7137 :  helanming666        , 积分： 109.39  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.9
7138 :  wyh20041109         , 积分： 109.39  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.5
7139 :  philippuhder88      , 积分： 109.39  (单日浮动：  9.39), 赛季kpm: 1.4, 游玩时长(小时): 0.2
7140 :  LingChaaw           , 积分： 109.38  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.8
7141 :  UZI-NO1             , 积分： 109.38  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.4
7142 :  GALM2F              , 积分： 109.38  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 0.7
7143 :  APEXwbb1314520      , 积分： 109.38  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.9
7144 :  foremonsters        , 积分： 109.37  (单日浮动：  9.37), 赛季kpm: 0.7, 游玩时长(小时): 0.5
7145 :  infp007             , 积分： 109.37  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 1.2
7146 :  MrYxl               , 积分： 109.37  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 1.3
7147 :  takenokopizza       , 积分： 109.37  (单日浮动：  9.37), 赛季kpm: 0.3, 游玩时长(小时): 0.9
7148 :  ERSHU3              , 积分： 109.36  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.5
7149 :  Ostrovsky_AA        , 积分： 109.36  (单日浮动：  0.00), 赛季kpm: 1.0, 游玩时长(小时): 0.2
7150 :  niumake             , 积分： 109.36  (单日浮动：  0.00), 赛季kpm: 1.4, 游玩时长(小时): 0.3
7151 :  josonlidaye         , 积分： 109.36  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 0.2
7152 :  TYSuiBian           , 积分： 109.36  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.7
7153 :  woshinimaodie       , 积分： 109.36  (单日浮动：  0.00), 赛季kpm: 1.2, 游玩时长(小时): 0.3
7154 :  sang_xin_feng       , 积分： 109.35  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 1.0
7155 :  Aneyp               , 积分： 109.35  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.9
7156 :  sese2333            , 积分： 109.35  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 1.1
7157 :  qynbrny             , 积分： 109.35  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 0.6
7158 :  winter114514        , 积分： 109.35  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.9
7159 :  CAESARmiao          , 积分： 109.34  (单日浮动：  0.00), 赛季kpm: 1.5, 游玩时长(小时): 0.2
7160 :  cfsd33              , 积分： 109.34  (单日浮动：  4.48), 赛季kpm: 0.2, 游玩时长(小时): 1.2
7161 :  lashaaaaaa          , 积分： 109.33  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.9
7162 :  kybabyed            , 积分： 109.33  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 1.1
7163 :  ye-7686             , 积分： 109.33  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.9
7164 :  Logizes             , 积分： 109.33  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 0.9
7165 :  EtoileEto           , 积分： 109.33  (单日浮动：  0.00), 赛季kpm: 1.3, 游玩时长(小时): 0.3
7166 :  bilbil_xiaoen       , 积分： 109.32  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 0.4
7167 :  baitang2233         , 积分： 109.32  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.9
7168 :  dgx1234567          , 积分： 109.32  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 1.0
7169 :  gzsdd747            , 积分： 109.32  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 1.2
7170 :  xiaoxin0526         , 积分： 109.32  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.8
7171 :  btzhao              , 积分： 109.32  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.9
7172 :  3337161999537       , 积分： 109.32  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 1.1
7173 :  lovelyinstarfish    , 积分： 109.31  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.9
7174 :  lixiopq             , 积分： 109.31  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 1.1
7175 :  jiesenXXX           , 积分： 109.31  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.8
7176 :  GeraIdinee          , 积分： 109.30  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.9
7177 :  ADWW3242            , 积分： 109.30  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 1.2
7178 :  NavyHyperion753     , 积分： 109.30  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 1.0
7179 :  hxczcg              , 积分： 109.30  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 1.0
7180 :  Whitezflame         , 积分： 109.30  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.7
7181 :  rnmxn               , 积分： 109.30  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 0.7
7182 :  sk621wwuq17n        , 积分： 109.30  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 0.3
7183 :  hhzzhhh             , 积分： 109.29  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 0.3
7184 :  thismomentoftime    , 积分： 109.29  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 1.2
7185 :  Yhw150192           , 积分： 109.29  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.9
7186 :  Rockvale            , 积分： 109.29  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 1.0
7187 :  Sc-mx33             , 积分： 109.28  (单日浮动：  0.00), 赛季kpm: 1.0, 游玩时长(小时): 0.7
7188 :  yunsheng735         , 积分： 109.28  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 0.9
7189 :  Bluepo              , 积分： 109.28  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.2
7190 :  1E1A1n1m1b1         , 积分： 109.28  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.8
7191 :  kendini1610         , 积分： 109.27  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 1.1
7192 :  SanDIdeng           , 积分： 109.27  (单日浮动：  0.00), 赛季kpm: 1.0, 游玩时长(小时): 0.6
7193 :  doomcore            , 积分： 109.27  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 1.2
7194 :  aruchi_rrr          , 积分： 109.27  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 0.7
7195 :  Xie_110213          , 积分： 109.27  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.6
7196 :  ysf1219             , 积分： 109.26  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.8
7197 :  yihahahahahaha      , 积分： 109.26  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.5
7198 :  HILLWOLF            , 积分： 109.26  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.9
7199 :  Lucifer1430         , 积分： 109.26  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.9
7200 :  Xsd319              , 积分： 109.26  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 0.4
7201 :  dg894740960         , 积分： 109.25  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.9
7202 :  wdnmd079            , 积分： 109.25  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 0.6
7203 :  liuxiangep          , 积分： 109.25  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 1.0
7204 :  geqian12138         , 积分： 109.25  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.9
7205 :  zxcv266             , 积分： 109.24  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.7
7206 :  8uckNotN1ce         , 积分： 109.24  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 1.1
7207 :  Terolia123          , 积分： 109.24  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.5
7208 :  haricot1919         , 积分： 109.24  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 1.1
7209 :  miaowuu123          , 积分： 109.24  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.9
7210 :  xiong6699           , 积分： 109.24  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.9
7211 :  ZhenWuYouOrigin     , 积分： 109.23  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.9
7212 :  jinymnb             , 积分： 109.23  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 1.1
7213 :  9276143286          , 积分： 109.23  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 0.9
7214 :  yongsheng1985       , 积分： 109.23  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.7
7215 :  goodsoon            , 积分： 109.23  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.9
7216 :  25386580            , 积分： 109.22  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 0.8
7217 :  XerterN             , 积分： 109.22  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 1.0
7218 :  Violet-strelizia    , 积分： 109.22  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 1.0
7219 :  lai920825           , 积分： 109.22  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.9
7220 :  HUMANZZXX           , 积分： 109.22  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.9
7221 :  AE-XDXE             , 积分： 109.21  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 1.0
7222 :  Liaonan1314         , 积分： 109.21  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.9
7223 :  DAHRBACE            , 积分： 109.21  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 0.6
7224 :  ZHAOJIKE            , 积分： 109.21  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 1.0
7225 :  DamnJ0ker           , 积分： 109.20  (单日浮动：  0.00), 赛季kpm: 1.2, 游玩时长(小时): 0.2
7226 :  XG-TOM              , 积分： 109.20  (单日浮动：  0.00), 赛季kpm: 1.5, 游玩时长(小时): 0.2
7227 :  ZcWg2               , 积分： 109.20  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 1.4
7228 :  Tianoghoj           , 积分： 109.20  (单日浮动：  9.20), 赛季kpm: 1.1, 游玩时长(小时): 0.5
7229 :  cheng1997ming       , 积分： 109.20  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.9
7230 :  szxr9871            , 积分： 109.19  (单日浮动：  0.00), 赛季kpm: 1.0, 游玩时长(小时): 0.7
7231 :  LLLDDDBB66666666    , 积分： 109.19  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 1.1
7232 :  huidadabai          , 积分： 109.19  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.8
7233 :  settingsIII         , 积分： 109.19  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.9
7234 :  cjqyonyuan          , 积分： 109.18  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.4
7235 :  epiccher            , 积分： 109.18  (单日浮动：  0.00), 赛季kpm: 1.2, 游玩时长(小时): 0.4
7236 :  SilverGzza          , 积分： 109.18  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.8
7237 :  MarcelDekerpel      , 积分： 109.17  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 0.3
7238 :  CMYX999             , 积分： 109.17  (单日浮动：  1.56), 赛季kpm: 0.3, 游玩时长(小时): 0.9
7239 :  czt0918             , 积分： 109.17  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.5
7240 :  lovemingo           , 积分： 109.17  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 1.0
7241 :  velproPENG          , 积分： 109.16  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.9
7242 :  wowosada            , 积分： 109.16  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.9
7243 :  0727qi              , 积分： 109.16  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 1.0
7244 :  Longfellow541       , 积分： 109.16  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.5
